DrugName,CIDs,smiles
Bazedoxifene HCl,9936012,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.Cl
Bazedoxifene acetate,154256,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O
Belinostat,6918638,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO
Belizatinib,57345941,CC(C)NC(=O)C1CCC(CC1)N2C3=C(C=CC(=C3)CN4CCC(CC4)C(C)(C)O)N=C2NC(=O)C5=CC=C(C=C5)F
Belotecan,6456014,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)CCNC(C)C)O
Bemcentinib,46215462,C1CCN(C1)[C@H]2CCC3=C(CC2)C=C(C=C3)NC4=NN(C(=N4)N)C5=NN=C6C(=C5)CCCC7=CC=CC=C76
Bendamustine,65628,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O
Bendamustine hydrochloride,77082,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl
Bentamapimod,10195250,C1COCCN1CC2=CC=C(C=C2)COC3=NC=CC(=N3)C(C#N)C4=NC5=CC=CC=C5S4
Benzamil,108107,C1=CC=C(C=C1)CN=C(N)NC(=O)C2=C(N=C(C(=N2)Cl)N)N
Benzydamine hydrochloride,65464,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl
Bepotastine besilate,164521,C1CN(CCC1O[C@@H](C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O.C1=CC=C(C=C1)S(=O)(=O)O
Bergapten,2355,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3
Bestatin,72172,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O
Betahistine dihydrochloride,68643,CNCCC1=CC=CC=N1.Cl.Cl
Betamipron,71651,C1=CC=C(C=C1)C(=O)NCCC(=O)O
Bethanechol chloride,11548,CC(C[N+](C)(C)C)OC(=O)N.[Cl-]
Bexarotene,82146,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
Bifemelane,2377,CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2
Bilobalide,73581,CC(C)(C)[C@@]1(C[C@H]2[C@@]3([C@]14[C@H](C(=O)O[C@H]4OC3=O)O)CC(=O)O2)O
Bimiralisib,58507717,C1COCCN1C2=NC(=NC(=N2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4
Bindarit,71354,CC(C)(C(=O)O)OCC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3
Binimetinib,10288191,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO
Bioepiderm,171548,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
Bioymifi,70678419,C1=CC(=CC=C1N2C(=O)/C(=C/C3=CC=C(O3)C4=CC5=C(C=C4)C(=O)NC5=O)/SC2=N)Br
Biperiden hydrochloride,92151,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl
Birinapant,49836020,CC[C@@H](C(=O)N1C[C@H](C[C@H]1CC2=C(NC3=C2C=CC(=C3)F)C4=C(C5=C(N4)C=C(C=C5)F)C[C@@H]6C[C@@H](CN6C(=O)[C@H](CC)NC(=O)[C@H](C)NC)O)O)NC(=O)[C@H](C)NC
Bisoprolol fumarate,6917733,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=C/C(=O)O)\C(=O)O
Bleomycin sulfate,72466,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O.OS(=O)(=O)[O-]
Boceprevir,10324367,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C
Bortezomib,387447,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
Bosentan,104865,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
Bosentan hydrate,185462,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC.O
Bosutinib,5328940,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
Bracken fern toxic component,8742,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O
Brequinar,57030,CC1=C(C2=C(C=CC(=C2)F)N=C1C3=CC=C(C=C3)C4=CC=CC=C4F)C(=O)O
Bretylium tosylate,6100,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-]
Briciclib,11248490,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)OP(=O)(O)O
Brigatinib,68165256,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC
Brilanestrant,56941241,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)O)\C2=CC3=C(C=C2)NN=C3)/C4=C(C=C(C=C4)F)Cl
Brincidofovir,483477,CCCCCCCCCCCCCCCCOCCCOP(=O)(CO[C@@H](CN1C=CC(=NC1=O)N)CO)O
Brinzolamide,68844,CCN[C@H]1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC
Brivanib,11234052,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OC[C@@H](C)O)C
Brivanib alaninate,11154925,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OC[C@@H](C)OC(=O)[C@H](C)N)C
Bromhexine hydrochloride,5702220,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2.Cl
Brompheniramine maleate,5281067,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O
Buflomedil,2467,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC
Buflomedil hydrochloride,6420013,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC.Cl
Bunamidine hydrochloride,13985,CCCCCCOC1=CC=C(C2=CC=CC=C21)C(=N)N(CCCC)CCCC.Cl
Buparlisib,16654980,C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4
Bupivacaine hydrochloride,64737,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl
Buspirone hydrochloride,36431,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4.Cl
Butenafine hydrochloride,443867,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32.Cl
Butoconazole,47472,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl
C188-9,1324494,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)C4=C(C=CC5=CC=CC=C54)O
C646,1285941,CC1=CC(=C(C=C1C)[N+](=O)[O-])C2=CC=C(O2)/C=C\3/C(=NN(C3=O)C4=CC=C(C=C4)C(=O)O)C
CAA0225,50909779,C1=CC=C(C=C1)C[C@@H](C(=O)NCC2=CC=CC=C2)NC(=O)[C@@H]3[C@H](O3)C(=O)NCCC4=CC=C(C=C4)O
CABAZITAXEL,9854073,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC
CALCIUM GLUCEPTATE,62859,C([C@H]([C@H]([C@@H]([C@H](C(C(=O)[O-])O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(C(=O)[O-])O)O)O)O)O)O.[Ca+2]
CANRENONE,13789,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]45CCC(=O)O5)C
CAPECITABINE,60953,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O
CARBENOXOLONE SODIUM,636402,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC(=O)CCC(=O)[O-])C)(C)C(=O)[O-].[Na+].[Na+]
CASIN,2882155,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)C4=CC=CC=C4)NCCO
CAY-10581,24824610,CC1([C@H]([C@H](C2=C(O1)C(=O)C3=CC=CC=C3C2=O)NCC4=CC=CC=C4)O)C
CAY10505,1204893,C1=CC(=CC=C1C2=CC=C(O2)/C=C/3\C(=O)NC(=O)S3)F
CAY10603,24951314,CC(C)(C)OC(=O)NC1=CC=C(C=C1)C2=CC(=NO2)C(=O)NCCCCCCC(=O)NO
CB 300919,9938280,CN1CCN(CC1)CC2=NC3=C(C=C(C(=C3)Cl)CN(CC#C)C4=CC=C(C=C4)C(=O)NCC5=CN=CC=C5)C(=O)N2C
CB-5083,73051434,CC1=CC2=C(C=CC=C2N1C3=NC4=C(COCC4)C(=N3)NCC5=CC=CC=C5)C(=O)N
CB-839,71577426,C1=CC=NC(=C1)CC(=O)NC2=NN=C(S2)CCCCC3=NN=C(C=C3)NC(=O)CC4=CC(=CC=C4)OC(F)(F)F
CBiol_001725,4009,CC1=C(C(CCC1)(C)C)CCC(=CCCC2=CCC(OC2O)C3=CC(=O)OC3O)C
CBiol_001848,1744,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)NC2=CC=C(C=C2)O)C)C
CBiol_001931,3036144,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C(=S)N
CBiol_002052,5637,C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N
CC-401,10430360,C1CCN(CC1)CCOC2=CC=CC(=C2)C3=NNC4=C3C=C(C=C4)C5=NC=NN5
CC-885,24788636,CC1=C(C=C(C=C1)NC(=O)NCC2=CC3=C(C=C2)C(=O)N(C3)C4CCC(=O)NC4=O)Cl
CCT-018159,984170,CCC1=CC(=C(C=C1O)O)C2=NNC(=C2C3=CC4=C(C=C3)OCCO4)C
CCT-244747,54758482,C[C@H](CN(C)C)OC1=NC(=CN=C1C#N)NC2=NC=C(C(=C2)OC)C3=CN(N=C3)C
CCT128930,17751819,C1CN(CCC1(CC2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4
CCT129202,16202152,CN(C)C1=CC=C(C=C1)C2=NC3=NC=C(C(=C3N2)N4CCN(CC4)CC(=O)NC5=NC=CS5)Cl
CCT241533,135564841,CC(C)([C@@H]1CNC[C@H]1NC2=NC(=NC3=CC(=C(C=C32)OC)OC)C4=C(C=CC(=C4)F)O)O
CCT251236,117996749,CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)OCCO3)NC(=O)C4=CC5=C(C=C4)N=C(C=C5)OCCN6CCCC6
CCT251545,77050682,CN1C=C(C=N1)C2=CC=C(C=C2)C3=CN=CC(=C3N4CCC5(CCNC5=O)CC4)Cl
CDIBA,11271909,CC1=C(C2=C(N1C(C3=CC=CC=C3)C4=CC=CC=C4)C=CC(=C2)Cl)CCOC5=CC=C(C=C5)C(=O)O
CDK9 inhibitor,66577006,CC1=C(C=C(C=C1)NC2=NC=NC(=C2)C3=CC(=CC=C3)N4C(=O)C5=CC=CC=C5C4=O)NS(=O)(=O)C
CEFOPERAZONE SODIUM,23663974,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)[O-].[Na+]
CEP-32496,56846693,CC(C)(C1=CC(=NO1)NC(=O)NC2=CC(=CC=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(F)(F)F
CEP-33779,57336812,CN1CCN(CC1)C2=CC=CC(=C2)NC3=NN4C=CC=C(C4=N3)C5=CC=C(C=C5)S(=O)(=O)C
CEP-40783,71576419,CC(C)N1C=C(C(=O)N(C1=O)C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C5C=C(C(=CC5=NC=C4)OC)OC)F
CEP28122,91827701,COC1=C(C=CC2=C1CCC(CC2)N3CCOCC3)NC4=NC=C(C(=N4)N[C@@H]5[C@H]6C[C@H]([C@H]5C(=O)N)C=C6)Cl
CEPHARANTHINE,10206,CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@@H]7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3
CFI-400945,58486178,C[C@@H]1CN(C[C@@H](O1)C)CC2=CC=C(C=C2)/C=C/C3=NNC4=C3C=CC(=C4)[C@@H]5C[C@]56C7=C(C=CC(=C7)OC)NC6=O
CFI-402257,118086034,CC1=C(C=CC(=C1)C2=C3N=C(C=C(N3N=C2)NCC4CC(C4)(C)O)OC5=CN=CC=C5)C(=O)NC6CC6
CFTRinh-172,504670,C1=CC(=CC(=C1)N2C(=O)C(=CC3=CC=C(C=C3)C(=O)O)SC2=S)C(F)(F)F
CGI-1746,24857323,CC1=C(C=CC=C1NC(=O)C2=CC=C(C=C2)C(C)(C)C)C3=CN(C(=O)C(=N3)NC4=CC=C(C=C4)C(=O)N5CCOCC5)C
CGK733,6605258,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC3=CC(=C(C=C3)F)[N+](=O)[O-]
CGS 21680 hydrochloride,10256643,CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O.Cl
CH5132799,49784945,CS(=O)(=O)N1CCC2=C(N=C(N=C21)N3CCOCC3)C4=CN=C(N=C4)N
CHEBI:45367,135415564,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)/C
CHEBI:47495,3541,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br
CHEBI:63449,5307,CC1=CNC(=C1CCC(=O)O)C=C2C3=CC=CC=C3NC2=O
CHEBI:93770,44828485,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-]
CHEBI:94798,12309103,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O
CHEBI:95054,73265211,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC(=C(S3)C(=O)C4=C(C=CC=C4Cl)Cl)N)OC
CHEMBL1090466,16666332,C1C[C@@H](NC1)C2=CC(=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N)F
CHEMBL1221434,46933992,CC(C)(CCC1=CC=C(C=C1)OCC2=CC(=C3C(=C2)C=CC=N3)C4=CC(=CC=C4)OC(F)F)O
CHEMBL1254007,15949613,CN1C=CC2=C1C(=NC=N2)OC3=CC(=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)F
CHEMBL1270810,44460130,C1=CC=C2C(=C1)C=CC=C2C3=NN=C(O3)SCC#CCOC(=O)C4=CC5=CC=CC=C5S4
CHEMBL1288002,52948550,CN(C)C1=CC=C(C=C1)NC2=NN(C(=N2)N)C(=O)C3=C(C=CC=C3F)F
CHEMBL130321,3838,CN(C(CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5)S(=O)(=O)C6=CC=CC7=C6C=CN=C7
CHEMBL1316023,6604593,CCN1CCN(C(=O)C1=O)C(=O)N[C@@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O.O.O
CHEMBL1364159,16759993,COC1=CC2=C(C=CN=C2C=C1)C([C@H]3CC4CCN3C[C@H]4C=C)O
CHEMBL1394734,16757783,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3([C@@]2(O1)C(=O)CO)C)O)C)F)C
CHEMBL1408258,2331284,CC1=CC(=C(N1C2=CC=CC=C2)C)C3=NN=C4N3CCCCC4
CHEMBL1444076,2956,CC(C(=O)NC(C1=CC=CC=C1)C(=O)OC(C)(C)C)NC(=O)CC2=CC(=CC(=C2)F)F
CHEMBL1625478,24867488,CCNC(=O)[C@@H]1[C@@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O
CHEMBL1625829,498102,C1=CN2[C@H]3[C@H]([C@H]([C@H](O3)CO)O)OC2=NC1=N
CHEMBL166161,3570748,COC1(CCN(CC1)CCC2=CNC3=C2C=C(C=C3)F)CS(=O)C4=CC=CC=C4
CHEMBL1706473,42628507,CC(C)N1C=NC2=C(N=C(N=C21)NC3CCC(CC3)N(C)C)NC4=CC(=CC=C4)NC(=O)C=C
CHEMBL1706858,46925884,CC(=O)NC1=C(C2=C(S1)CNC2)C3=NC4=CC=CC=C4S3
CHEMBL1739063,9954540,C1CCN[C@@H](C1)[C@H](C2=CC=CC=C2)NC(=O)C3=C(C(=CC=C3)C(F)(F)F)Cl
CHEMBL17639,1546,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O
CHEMBL1824695,46927888,CC1=C(C(=NN1CC2=CC=CC=C2Cl)C)CN(C)CC(COC3=CC=C(C=C3)Cl)O
CHEMBL1836853,53484170,CC1=CN2C(=CN=C2C(=N1)NC3=C(C=C(C=C3)C(=O)N4CCNCC4)F)C5=CNN=C5
CHEMBL1950303,57394468,C1COC[C@@H]1N2C3=NC(=NC=C3N=C2NC4=C(C=C(C=C4F)F)F)NC5CCC(CC5)O
CHEMBL1981047,21874004,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)C(C5=CC=CC=C5)OC
CHEMBL2018451,46918825,CN1CCC2=C(C1)N(C3=CC=CC=C23)CC4=CC=C(C=C4)C(=O)NO
CHEMBL2062101,54677977,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
CHEMBL2132150,57519516,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C3=NN=C4N3CCCCC4
CHEMBL2132441,57519549,CN(CC1=CC=CC=C1N(CCO)S(=O)(=O)C2=CC=C(C=C2)OC)C(=O)C=CC3=CC=C(C=C3)Cl
CHEMBL2132584,57519521,CNC1CCN(CC1)C(CC2=CC(=CC=C2)C3=CC=NC=C3)C(=O)C4=C(C5=C(C=CC(=C5S4)F)F)Cl
CHEMBL2133870,56603532,CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)C=CC(=O)NO
CHEMBL2134016,53316142,CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@@]([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)[C@]6(CC7CC(CN(C7)CCC8=C6NC9=CC=CC=C89)(CC)O)C(=O)OC)OC)C=O
CHEMBL2134570,57519538,C1C2CC3CC1CC(C2)C3C(=O)NC4=CC5=C(C=C4)N=C(S5)NC(=O)C6=CC=CC=C6
CHEMBL2134640,53316137,C1CCC(C1)C2=C(C=CC(=C2)C3=CNC4=C3C=C(C=C4)C5=CC=CC=C5)C(=O)O
CHEMBL213634,54706679,COC1=CC=CC=C1C2=CC(=CC=C2)C3=C(C4=C(C=C(C(=C4)C#N)Cl)NC3=O)O
CHEMBL2136663,57519551,C1CCN(C1)CCOC2=C3COCC=CCCOC4=CC=CC(=C4)C5=NC(=NC=C5)NC(=C3)C=C2
CHEMBL2137189,53316143,CCC1(CCC(=O)NC1=O)CC2=CC=C(C=C2)N
CHEMBL2138352,57519547,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=CC4C3SC5=CC=CC=C5S4
CHEMBL2138817,53401057,CC1=NC=C(C=C1)OC2=C(C=C(C=C2)NC3=NC=NC4=C3C=C(C=C4)C=CCNC(=O)COC)C
CHEMBL2140543,57519554,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)C(C)C
CHEMBL2140838,57519528,CN(C)C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)NC3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5
CHEMBL2140972,57519512,CC(C)(C)C1=C(N=CN1)C=C2C(=O)NC(=CC3=CC=CC=C3)C(=O)N2
CHEMBL2141387,11719130,CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4C(C(=O)NC4=O)C5=CNC6=CC=CC=C65
CHEMBL2141644,57519507,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO
CHEMBL2142770,49853312,C1=CC=C2C=C(C=CC2=C1)C3=NN=C(O3)SCC#CCOC(=O)C4=CC5=CC=CC=C5S4
CHEMBL2143037,57519550,CC1C(=N)N(C2=CN=C(N=C2N1CCC(C)C)NC3=CC(=C(C(=C3)F)O)F)C
CHEMBL2144690,57519513,CCC(CC)C(C)C1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C
CHEMBL2337032,70679466,CC1=C(C=CC(=C1Cl)C(=O)NC2=C(C=CC(=C2)[N+](=O)[O-])N3CCN(CC3)C)F
CHEMBL2426174,71300295,C1=CC(=C(C=C1NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C#N)C4=CNN=C4
CHEMBL2441273,73352604,CCC1=CC2=C(C=C1)N=C(S2)NC3=NC(=NC(=C3)CC4=CC=CC=C4)NC5CCC(CC5)O
CHEMBL256963,25169382,C1C(CN1)NC2=CC=CC(=N2)C3=CN=C4N3C=C(C=C4)Cl
CHEMBL258622,15057856,C[N+]1([C@@H]2CC(C[C@@H]1[C@H]3[C@@H]2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C
CHEMBL277800,354624,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N
CHEMBL3103000,71307851,CC1=CC=C(C=C1)N2C(=CC(=C2C)C3=NN=C4N3CCCCC4)C
CHEMBL3103040,3474778,COC1=CC=C(C=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCCCC4
CHEMBL3103191,76321032,CC(=O)NC1=C(C=CC(=C1)NC2=NC3=C(C=NN3C(=C2)NC4CC4)C#N)N(C)CCN(C)C
CHEMBL3103192,56946894,CC(=O)NC1=C(C=CC(=C1)NC2=NC3=C(C=NN3C(=C2)NC4CC4)C#N)N(C)CCN
CHEMBL3114578,71621170,C1CN(CCN1)C2=CC(=O)N3C(=N2)SC(=N3)C4=CC(=NC=C4)NC(=O)CN
CHEMBL317493,44329754,CCCN1CCO[C@H]2[C@@H]1COC3=C2C=C(C=C3)O
CHEMBL3182364,73265220,COC1=CC(=CN2C1=NC=C2C3=NC(=CC=C3)NC4CNC4)Cl
CHEMBL3182641,3235,CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)CC(=O)O
CHEMBL3183697,24906275,C1=CC=C(C(=C1)C(=C(N)SC2=CC=C(C=C2)N)C#N)C(F)(F)F
CHEMBL3183888,2844975,CCC1=CC=C(C=C1)C=C2C(=O)NC(=S)S2
CHEMBL3184303,67089852,C1CN(CCN1)C(=O)C2=CC=C(C=C2)C=CC3=NNC4=CC=CC=C43
CHEMBL3184387,72295940,C1COCCN1CC2=CC=C(C=C2)COC3=NC=CC(=N3)C(=C4NC5=CC=CC=C5S4)C#N
CHEMBL3184424,73068460,CCOC(=O)N1CCN(CC1)[N+](=NOC2=CC(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])ON=[N+](N3CCN(CC3)C(=O)OCC)[O-])[O-]
CHEMBL3184655,73265370,CCCCC1=NC=C(N1)C(=C(CC2=CC=CS2)C(=O)O)CC3=CC=C(C=C3)C(=O)O
CHEMBL3185999,73265342,CCOC(=O)C1=C(C2=C(N1C)C(=C(C=C2)Cl)Cl)C(=CN)C#N
CHEMBL3186547,83218,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C)C
CHEMBL3186716,204100,C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)C=CC4=CC=C(C=C4)C(F)(F)F
CHEMBL3186846,73265334,C1=CC(=CC=C1N2C(=O)C(=CC3=CC=C(O3)C4=CC5=C(C=C4)C(=O)NC5=O)SC2=N)Br
CHEMBL3188521,44483281,CC(C)C1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)COC3=CC(=C(C=C3)C=CC4=CC(=CC=C4)C(=O)O)Cl
CHEMBL3188552,73265364,C1C(N=C(C=C1C=CN2C(CC3=CC(=C(C=C32)O)OC4C(C(C(C(O4)CO)O)O)O)C(=O)O)C(=O)O)C(=O)O
CHEMBL3188661,73265214,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)NC(=O)C=C)C(F)(F)F)NC(=O)C3=CC=NO3
CHEMBL3188944,68234129,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CC(=CC=C4)C(=O)NC5CC5
CHEMBL3191144,108031,CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O
CHEMBL3322515,6746983,CC1=CCC[C@@]2([C@@H](O2)[C@@H]3[C@H](CC1)C(=C)C(=O)O3)C
CHEMBL3348822,73265233,C[C@@H]1CC[C@H]2C[C@@H](C(=CC=CC=C[C@H](C[C@H](C(=O)[C@@H]([C@@H](C(=C[C@H](C(=O)C[C@H](OC(=O)[C@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@@H]([C@@H](C4)OC)OCCO)C)C)O)OC)C)C)C)OC
CHEMBL3348824,3246906,CCCCC[C@@H](C=C[C@H]1[C@@H](CC(=O)[C@H]1CCCCCCC(=O)O)O)O
CHEMBL3348825,135903606,CC1=C([C@@](SC1=O)(C)C=C(C)C=C)O
